"SL No.","UPC Code","Item Name","Last Purchase Price","Last Sale Price","Company Name","Stock Quantity","Total Quantity"
328,11708131914600,"Average Product SM000353",250,370,"Home Plus Own Collection",0,0
329,11708131915100,"Average Product SM000354",190,310,"Jansin Health Products Pvt Limit",0,0
330,11708131916100,"Average Product SM000356",0,0,"Home Plus Own Collection",0,0
331,11708131916300,"Average Product SM000357",1600,2080,"JK SALES  DISTRIBUTION",0,0
332,11708131916600,"Average Product SM000358",1650,2350,"Home Plus Own Collection",0,0
333,11708131916900,"Average Product SM000359",850,1250,"Home Plus Own Collection",0,0
334,11708131917200,"Average Product SM000360",1300,1850,"Home Plus Own Collection",0,0
335,11708131917600,"Average Product SM000361",800,1200,"Home Plus Own Collection",0,0
336,11708131918000,"Average Product SM000362",900,1400,"Home Plus Own Collection",0,0
337,11708131918200,"Average Product SM000363",0,0,"Home Plus Own Collection",0,0
338,11708131918300,"Average Product SM000364",550,790,"Home Plus Own Collection",0,0
339,11708131918400,"Average Product SM000365",900,1350,"Home Plus Own Collection",0,0
340,10,"Average Product SM000366",550,790,"Home Plus Own Collection",0,0
341,11708131918900,"Average Product SM000367",950,1350,"Home Plus Own Collection",0,0
342,11708131919200,"Average Product SM000368",1000,1350,"Home Plus Own Collection",0,0
343,11708131919600,"Average Product SM000369",800,1390,"Home Plus Own Collection",0,0
344,11708131920000,"Average Product SM000370",1050,1470,"Home Plus Own Collection",0,0
345,11708131920600,"Average Product SM000371",1500,1950,"Home Plus Own Collection",0,0
346,11708131920900,"Average Product SM000372",1300,1800,"Home Plus Own Collection",0,0
347,11708131921000,"Average Product SM000373",1250,1700,"Home Plus Own Collection",0,0
348,11708131921300,"Average Product SM000374",1300,1750,"Home Plus Own Collection",0,0
349,11708131921800,"Average Product SM000375",950,1290,"Home Plus Own Collection",0,0
350,11708131922200,"Average Product SM000376",850,1150,"Home Plus Own Collection",0,0
351,11708131922400,"Average Product SM000377",1000,1500,"Home Plus Own Collection",0,0
352,11708131922500,"Average Product SM000378",1100,1590,"Home Plus Own Collection",0,0
353,11708131922800,"Average Product SM000379",1050,1550,"Home Plus Own Collection",0,0
354,11708131923000,"Average Product SM000380",1505,2150,"Home Plus Own Collection",0,0
355,11708131923100,"Average Product SM000381",1000,1450,"Home Plus Own Collection",0,0
356,11708131923500,"Average Product SM000382",0,0,"Home Plus Own Collection",0,0
357,11708131923600,"Average Product SM000383",0,0,"Home Plus Own Collection",0,0
358,11708131923700,"Average Product SM000384",1680,2400,"Home Plus Own Collection",0,0
359,11708131923800,"Average Product SM000385",2650,3650,"Home Plus Own Collection",0,0
360,11708131923900,"Average Product SM000386",0,0,"Home Plus Own Collection",0,0
361,11708131924000,"Average Product SM000387",0,0,"Home Plus Own Collection",0,0
362,11708131924500,"Average Product SM000388",1250,1690,"Home Plus Own Collection",0,0
363,11708131924900,"Average Product SM000389",0,0,"Home Plus Own Collection",0,0
364,11708131925200,"Average Product SM000390",620,890,"Home Plus Own Collection",0,0
365,11708131925500,"Average Product SM000391",720,990,"Home Plus Own Collection",0,0
366,11708131925800,"Average Product SM000392",580,850,"Home Plus Own Collection",0,0
367,11708131926200,"Average Product SM000393",720,990,"Home Plus Own Collection",0,0
368,11708131926500,"Average Product SM000394",520,790,"Home Plus Own Collection",0,0
369,11708131926900,"Average Product SM000395",620,890,"Home Plus Own Collection",0,0
370,11708131927500,"Average Product SM000396",430,700,"Home Plus Own Collection",0,0
371,11708131928000,"Average Product SM000397",720,990,"Home Plus Own Collection",0,0
372,11708131928200,"Average Product SM000398",480,750,,0,0
373,11708131928700,"Average Product SM000399",680,950,"Home Plus Own Collection",0,0
374,11708131929000,"Average Product SM000400",880,1150,"Home Plus Own Collection",0,0
375,11708131929100,"Average Product SM000401",620,890,"Home Plus Own Collection",0,0
376,11708131929200,"Average Product SM000403",910,1450,"Home Plus Own Collection",0,0
377,11708131929300,"Average Product SM000404",915,1590,"Home Plus Own Collection",0,0
378,11708131929400,"Average Product SM000405",915,1590,"Home Plus Own Collection",0,0
379,8690637538858,"Axe dark bodyspray 150ml",160,225,Uniliver,0,0
380,8901030559433,"AXE Midnight B.spray 150ml",0,0,Uniliver,0,0
381,8901030547478,"Axe Signature Collection body Perfume 122 ml",305,380,Uniliver,0,0
382,11709202152000,BA000101,195,300,"BABAR SHOES",0,0
383,11709212152700,BA000102,227.5,350,"BABAR SHOES",0,0
384,11709212152800,BA000103,243.75,375,"BABAR SHOES",0,0
385,11709212152900,BA000104,292.5,450,"BABAR SHOES",0,0
386,11709212153000,BA000105,325,500,"BABAR SHOES",0,0
387,11709212153100,BA000106,53.5,150,"BABAR SHOES",0,0
388,8946000018107,"Baby Sweet Toast Biscuit 48gm",8,10,"Star Line Food Product Ltd",0,0
389,11708091725400,"Bactrol cool soap 100gm",22.3,27,"Kohinoor Chemical company Ltd",0,0
390,11708252082600,"Badhacopy KG",45,50,,0,0
391,8906014765961,"Bajaj Almond Drops Non Strckle HAir Oil 100ml",90,130,"TRANSCOM  CONSUMER PRODUCT",0,0
392,8906014765145,"Bajaj Almond DRPS 100ml",95,110,"Transcom Distribution Company",0,0
393,8906014765152,"Bajaj Almond DRPS 200ml",185,210,"Transcom Distribution Company",0,0
394,8906037692268,"Bajaj Savory Banana Culinary Essence 28ml",40,55,"Devine corporation Ltd",0,0
395,8906037692121,"Bajaj Savory Biryani essence 28ml",40,55,"Banijjo international",0,0
396,8906037692107,"Bajaj Savory Chocolate Culinary Essence 28ml ",40,55,"Devine corporation Ltd",0,0
397,8906037692008,"Bajaj Savory Chocolate Food Colouring 28ml",40,55,"Devine corporation Ltd",0,0
398,8900090240220,"Bajaj Savory Green Food Colouring Green 28ml",40,55,"Devine corporation Ltd",0,0
399,8906037691964,"Bajaj Savory Kewra Culinary Essence 28ml",40,55,"Devine corporation Ltd",0,0
400,8906037691957,"Bajaj Savory Pineapple Culinary Essence 28ml",40,55,"Devine corporation Ltd",0,0
401,8906037692046,"Bajaj Savory Reb Food Colouring 28ml",40,55,"Devine corporation Ltd",0,0
402,8906037691940,"Bajaj Savory Rose Culinary Essence 28ml",40,55,"Devine corporation Ltd",0,0
403,8906037691988,"Bajaj Savory Strawberry Culinary Essence 28ml",40,55,"Devine corporation Ltd",0,0
404,8906037691933,"Bajaj Savory Vanilla Culinary Essence 28ml",40,55,"Devine corporation Ltd",0,0
405,8906037692022,"Bajaj Savory Yellow Food Colouring 28ml",40,55,"Devine corporation Ltd",0,0
406,8900090306216,"Bajaj veola badami hair & Body oil200ml",165,200,"Devine corporation Ltd",0,0
407,11708101765200,"Bajaj Veola Dandruff Control Hairr Cream 140ml",0,0,"Banijjo international",0,0
408,8900090255613,"Bajaj Veola Henna Herbal Hair Colour Black  60g",120.5,150,"Devine corporation Ltd",0,0
409,8900090255620,"Bajaj Veola henna Herbal Hair Colour Brown  60g",125,150,"Devine corporation Ltd",0,0
410,11708101765000,"Bajaj Veola Nourish & Protect Hair Cream 140ml",0,0,"Banijjo international",0,0
411,11708101764700,"Bajaj Veola Nourish && Protect Hair Creaam 140ml",0,0,"Banijjo international",0,0
412,8906034831271,"Bajaj Veola Olive Nourishing Hair Oil Root Revival & Natural",165,200,"Devine corporation Ltd",0,0
413,8900090050317,"Bajaj Veola Pure Amla Hair Oil 200ml",165,200,"Devine corporation Ltd",0,0
414,8904235829745,"Bangal Food Cover -21cm",10,15,"Bengal polymar",0,0
415,8904235829752,"Bangal Food Cover -26cm",15.85,25,"Bengal polymar",0,0
416,8904235829769,"Bangal Food Cover -32cm",24.85,35,"Bengal polymar",0,0
417,11708131953100,"Baniti Bag  XM000152",1610,2150,"Home Plus Own Collection",0,0
418,11708131963200,"Baniti Bag B000249",0,0,"Home Plus Own Collection",0,0
419,11708131952300,"Baniti Bag XM000150",1090,1450,"Home Plus Own Collection",0,0
420,11708131952500,"Baniti Bag XM000151",1590,1950,"Home Plus Own Collection",0,0
421,11708131910500,"Banity Bag VM00501",1300,1950,"Home Plus Own Collection",0,0
422,11708131911500,"Banity Bag VM005011",0,0,"Home Plus Own Collection",0,0
423,11708131912300,"Banity Bag VM005018",0,0,"Home Plus Own Collection",0,0
424,11708131910600,"Banity Bag VM00502",750,1150,"Home Plus Own Collection",0,0
425,11708131910700,"Banity Bag VM00503",0,0,"Home Plus Own Collection",0,0
426,11708131910800,"Banity Bag VM00504",950,1400,"Home Plus Own Collection",0,0
427,11708131910900,"Banity Bag VM00505",1250,1800,"Home Plus Own Collection",0,0
428,11708131911000,"Banity Bag VM00506",0,0,"Home Plus Own Collection",0,0
429,11708131911100,"Banity Bag VM00507",600,900,"Home Plus Own Collection",0,0
430,11708131911200,"Banity Bag VM00508",600,850,"Home Plus Own Collection",0,0
431,11708131911300,"Banity Bag VM00509",0,0,"Home Plus Own Collection",0,0
432,11708131911400,"Banity Bag VM00510",1350,1850,"Home Plus Own Collection",0,0
433,11708202053000,"Banity Bag VM00511",1300,1750,"Home Plus Own Collection",0,0
434,11708131911600,"Banity Bag VM00512",1250,1800,"Home Plus Own Collection",0,0
435,11708131911700,"Banity Bag VM00513",800,1250,"Home Plus Own Collection",0,0
436,11708131911800,"Banity Bag VM00514",600,900,"Home Plus Own Collection",0,0
437,11708131912000,"Banity Bag VM00515",650,890,"Home Plus Own Collection",0,0
438,11708131912100,"Banity Bag VM00516",1000,1450,"Home Plus Own Collection",0,0
439,11708131912200,"Banity Bag VM00517",700,1050,"Home Plus Own Collection",0,0
440,11708202052900,"Banity Bag VM00518",540,990,"Home Plus Own Collection",0,0
441,11708131912400,"Banity Bag VM00519",750,1350,"Home Plus Own Collection",0,0
442,8941114000178,"Banoful Bar-B-Q Chanachur 350 gm",50,60,"Banoful And Company Ltd",0,0
443,8941114000048,"Banoful Chanachur 150 gm",0,0,"Banoful And Company Ltd",0,0
444,8941114001137,"Banoful Chocolate Biscuit",26,50,"Banoful And Company Ltd",0,0
445,8941114001267,"Banoful Coconut Cookies 250 gm",26,50,"Banoful And Company Ltd",0,0
446,8941114003797,"Banoful Fried Noodles Family Pack 520 gm",100,130,"KISWAN FOODS",0,0
447,8941114003803,"Banoful Fried Noodles Family Pack 780 gm",140,175,"KISWAN FOODS",0,0
448,8941114003858,"Banoful Lachcha  semai 400gm",65,90,"Banoful And Company Ltd",0,0
449,8941114003919,"Banoful laschcha Semai200gm",25,35,"Banoful And Company Ltd",0,0
450,8941114003759,"Banoful Masala Stick Noodles 200gm",15.5,20,"Banoful And Company Ltd",0,0
451,8941114003735,"Banoful Stick Noodles 200 gm",15.5,18,"Banoful And Company Ltd",0,0
452,11709202151000,"Barbati kg",50,60,"Home Plus Own Collection",0,0
453,8941193072745,"Bashundar Facial tissue 54tk",0,0,"Bashundhara Group ",0,0
454,8941193000519,"Bashundara Atta 1kg",26,33,"Bashundhara Group ",0,0
455,8941193073506,"bashundara facial tissue ",30,37,"Bashundhara Group ",0,0
456,8941193072608,"bashundara facial tissue46tk",40,46,"Bashundhara Group ",0,0
457,8941193023150,"Bashundhara Exercise book 200 p",15.5,20,"Bashundhara Paper Mills Ltd",0,0
458,8941193073629,"bASHUNDHARA FACIAL TISSUE  CODE F 41",58,68,"Bashundhara Group ",0,0
459,8941193067017,"Bashundhara Gold Toilet Tissue",19.5,25,"Bashundhara Paper Mills Ltd",0,0
460,11708111875000,"Bashundhara Green Tissue ",28,34,"Bashundhara Paper Mills Ltd",0,0
461,8941193078020,"Bashundhara Kitchen Towels",43,57,"Bashundhara Paper Mills Ltd",0,0
462,8941193064054,"Bashundhara Paper napkin",38.5,48,"Bashundhara Paper Mills Ltd",0,0
463,8941193073377,"Bashundhara Perfumed Facial Tissue 150pcs",58,68,"Bashundhara Paper Mills Ltd",0,0
464,8941193071618,"Bashundhara Poket Tissue 10tk",7,10,"Bashundhara Group ",0,0
465,8941193073650,"BASHUNDHARA WHAITE FACIEL TISSUE ",58,68,,0,0
466,8941193073599,"Bashundhara White Facial Tissue",0,0,"Bashundhara Paper Mills Ltd",0,0
467,8941193073513,"Bashundhara White Facial Tissue 120 pcs",0,0,"Bashundhara Paper Mills Ltd",0,0
468,8941193073728,"Bashundhara White Facial Tissue 240 pcs",42,52,"Bashundhara Paper Mills Ltd",0,0
469,11709142133800,"Basmoti rice kg ",160,180,"HOME BRAND",0,0
470,8941193073704,"basundhara faciel tissue 52TK",42,52,"Bashundhara Group ",0,0
471,8941193072769,"basundhara faciel tissue 54 Tk",46,54,"Bashundhara Group ",0,0
472,8941193072868,"basundhara faciel tissue 54tk",46,54,"Bashundhara Group ",0,0
473,8941193023143,"Basundhara Khata 100p",16.71,25,"Bashundhara Group ",0,0
474,8941193023044,"Basundhara Khata 120p",20.71,32,"Bashundhara Group ",0,0
475,8941193023037,"Basundhara Khata 200p",39.28,60,"Bashundhara Group ",0,0
476,8941193023068,"Basundhara Khata Kids 120p",13.5,20,"Bashundhara Group ",0,0
477,8941193023099,"Basundhara Khata SP 120p",33.42,46,"Bashundhara Group ",0,0
478,8941193023112,"Basundhara Khata SP 200p",43.71,65,"Bashundhara Group ",0,0
479,8941193067031,"Basundhara toilet tissue pink",12,16,"Bashundhara Group ",0,0
480,8941193067024,"Basundhara toilet tissue white",13,17,"Bashundhara Group ",0,0
481,8850356205404,"Bd BAr b Q chanachor",55,62,"BD FOODS LIMITED",0,0
482,8850356205152,"BD Bar-B-Q Chanachur 150gm",28,32,"BD FOODS LIMITED",0,0
483,8850356630053,"bd beef curry spices 20g",12,17,"BD FOODS LIMITED",0,0
484,8850356320015,"BD Boroi Chutney 500gm",100,120,"BD FOODS LIMITED",0,0
485,8850356900705,"Bd Butter Toast 300 gm",48,56,"BD FOODS LIMITED",0,0
486,8850356200140,"BD Chanachur 140gm",22,28,"BD FOODS LIMITED",0,0
487,8850356200409,"BD Chanachur 350gm",52,60,"BD FOODS LIMITED",0,0
488,8850356110203,"BD Chilli Powder 200gm",68,88,"BD FOODS LIMITED",0,0
489,8850356110456,"BD Chilli Powder 500gm",165.33,208,"BD FOODS LIMITED",0,0
490,8850356110050,"BD Chilli Powder 50gm",18.5,25,"BD FOODS LIMITED",0,0
491,8850356330304,"BD Chilli Sauce 360gm",66,85,"BD FOODS LIMITED",0,0
492,8850356120202,"BD Coriander Powder 200gm",52.5,65,"BD FOODS LIMITED",0,0
493,8850356130201,"BD Cumin Powder 200gm",135,155,"BD FOODS LIMITED",0,0
494,8850356610109,"BD Curry Powder 100gm",42,50,"BD FOODS LIMITED",0,0
495,88503356640052,"BD Farm Raised Chicken Curry Spices 20gm",13,15,"BD FOODS LIMITED",0,0
496,8850356620054,"bd fish curry spices",7,10,"BD FOODS LIMITED",0,0
497,8850356110104,"BD Food Chilli Powder 100g",38,46,"BD FOODS LIMITED",0,0
498,8850356900309,"Bd Food Toast Biscuit",42,50,"BD FOODS LIMITED",0,0
499,8850356350906,"BD Food Tomato Sauce 950g",0,0,"BD FOODS LIMITED",0,0
500,8850356510027,"BD Fried Dal 25gm",7,8,"BD FOODS LIMITED",0,0
501,8850356560022,"bd fried peanut 25g",6,8,"BD FOODS LIMITED",0,0
502,8850356530018,"bd fried peas 20g",3,5,"BD FOODS LIMITED",0,0
503,8850356467352,"BD Fruits Jam 360gm",100,110,"BD FOODS LIMITED",0,0
504,8850356700022,"BD Garam Masala 15gm",18,22,"BD FOODS LIMITED",0,0
505,8850356290400,"BD Gralic pickle 400gm",140,175,"BD FOODS LIMITED",0,0
506,8850356340303,"bd green chilli sauce 380g",66,80,"BD FOODS LIMITED",0,0
507," 8850356340303","BD Green Chilli Sauce 380gm",0,0,"BD FOODS LIMITED",0,0
508,8850356400205,"BD Haleem Mix 175gm",32,40,"BD FOODS LIMITED",0,0
509,8850356210200,"Bd hot chanachur",32,40,"BD FOODS LIMITED",0,0
510,8850356970067,"BD Isobgul 50gm",0,0,"BD FOODS LIMITED",0,0
511,8850356970036,"bd ispaghula husk",25,32,"BD FOODS LIMITED",0,0
512,8850356810301,"BD Kheer Mix 150gm",32,40,"BD FOODS LIMITED",0,0
513,8850356466355,"BD Mango Jam 360gm",85,100,"BD FOODS LIMITED",0,0
514,8850356250404,"BD Mango Pickle 400gm",100,125,"BD FOODS LIMITED",0,0
515,8850356280401,"BD Mixed Pickle 400gm",100,125,"BD FOODS LIMITED",0,0
516,8850356260403,"BD Olive Pickle 400gm",100,125,"BD FOODS LIMITED",0,0
517,8850356450309,"BD Orange Jelly",55,70,"BD FOODS LIMITED",0,0
518,8850356450507,"BD Orange Jelly 500gm",100,120,"BD FOODS LIMITED",0,0
519,8850356750010,"BD Panchforan  50gm",15,18,"BD FOODS LIMITED",0,0
520,11708111832600,"BD Pineapplee Jam 360gm",75,90,"BD FOODS LIMITED",0,0
521,8850356345254,"BD Soya Sauce 250ml",44,55,"BD FOODS LIMITED",0,0
522,8850356345506,"BD Soya Sauce 500ml",58,70,"BD FOODS LIMITED",0,0
523,8850356162059,"BD Synthetic Vinegar 300ml",32,40,"BD FOODS LIMITED",0,0
524,8850356162103,"BD Synthetic Vinegar 650ml",43,55,"BD FOODS LIMITED",0,0
525,8850356300017,"BD Tamarind Chutney 500gm",104,120,"BD FOODS LIMITED",0,0
526,8850356350302,"BD Tomato Sauce 340gm",66,85,"BD FOODS LIMITED",0,0
527,8850356100051,"BD Turmaric Powder 50g",17,23,"BD FOODS LIMITED",0,0
528,8850356100105,"BD Turmeric Powder 100gm",35,42,"BD FOODS LIMITED",0,0
529,8850356100204,"BD Turmeric Powder 200gm",66,80,"BD FOODS LIMITED",0,0
530,8850356100457,"BD Turmeric Powder 500gm ",146,185,"BD FOODS LIMITED",0,0
531,11708101767300,"Beautiful And Persistent Aceite DE Liva Olive Oil 150ml",180,210,"Mela International",0,0
532,11709092117800,"beautiful and persistent active de oliva olive oil 150ml  ",0,0,"Mela International",0,0
533,11709102119500,"Beef Boneless Buffalo 900gm Pack ",423,470,,0,0
534,11708252081600,"Begun Green Gol kg",45,50,,0,0
535,11708131919000,"Belt/Mani Bag VK000501",130,220,"Home Plus Own Collection",0,0
536,11708131919100,"Belt/Mani Bag VK000502",370,550,"Home Plus Own Collection",0,0
537,11708131919300,"Belt/Mani Bag VK000503",270,450,"Home Plus Own Collection",0,0
538,11708131919400,"Belt/Mani Bag VK000504",250,430,"Home Plus Own Collection",0,0
539,11708131919500,"Belt/Mani Bag VK000505",470,650,"Home Plus Own Collection",0,0
540,11708131919700,"Belt/Mani Bag VK000506",310,490,"Home Plus Own Collection",0,0
541,11708131919800,"Belt/Mani Bag VK000507",410,590,"Home Plus Own Collection",0,0
542,11708131919900,"Belt/Mani Bag VK000508",420,600,"Home Plus Own Collection",0,0
543,11708131920100,"Belt/Mani Bag VK000509",370,550,"Home Plus Own Collection",0,0
544,11708131920200,"Belt/Mani Bag VK000510",370,550,"Home Plus Own Collection",0,0
545,11708131920300,"Belt/Mani Bag VK000511",200,290,"Home Plus Own Collection",0,0
546,11708131920400,"Belt/Mani Bag VK000512",270,450,"Home Plus Own Collection",0,0
547,11708131920500,"Belt/Mani Bag VK000513",340,520,"Home Plus Own Collection",0,0
548,11708131920700,"Belt/Mani Bag VK000514",170,350,"Home Plus Own Collection",0,0
549,11708131920800,"Belt/Mani Bag VK000515",420,600,"Home Plus Own Collection",0,0
550,11710092229200,"Bendi kg ",50,60,"HOME BRAND",0,0
551,8904235817780,"Bengal 10"" Planter",61,85,"Bengal polymar",0,0
552,8904235817803,"Bengal 12"" Plenter",88,120,"Bengal polymar",0,0
553,8904235817766,"Bengal 8"" Planter ",37,60,"Bengal polymar",0,0
554,8904235829110,"Bengal Catlarise Holder",39,55,"Bengal polymar",0,0
555,8904235839331,"Bengal Claassic paddle bin- 18L",379,450,"Bengal polymar",0,0
556,8904235839348,"Bengal Daily Spice Box ",72,95,"Bengal polymar",0,0
557,8904235837160,"Bengal Dust Pan",25,50,"Bengal polymar",0,0
558,8904235835166,"Bengal fancy Basket Small ",709,850,"Bengal polymar",0,0
559,8904235820773,"bengal Flora Water Jug 3L ",63,90,"Bengal polymar",0,0
560,8904235829738,"Bengal Food Cover 16-cm",7,10,"Bengal polymar",0,0
561,8904235837146,"Bengal Kitchen Rack ",621,800,"Bengal polymar",0,0
562,8904235820605,"Bengal Large Stainer",48.5,75,"Bengal polymar",0,0
563,8904235839478,"Bengal Long spice Jar 3 set",112,170,"Bengal polymar",0,0
564,8904235820582,"Bengal Medium Stainer ",37,60,"Bengal polymar",0,0
565,8904235829646,"Bengal Moving Hanger 6pcs Set ",117,170,"Bengal polymar",0,0
566,8904235829462,"Bengal Opal Jug ",165,210,"Bengal polymar",0,0
